Sample_ID	S3P1_G05	S3P1_H05	S3P1_F05	S3P1_A06
NR0B1_32885	0	0	0	0
SLC7A11_9884	0	0	0	0
DPYSL2_8495	3.660635431	3.54346918	3.275450385	3.443524407
NR4A1_9362	0.241196275	0.199836801	0.369846694	0.33118181
ACSM3_7976	6.17658522	5.789253432	5.522289415	6.39006278
CEBPB_8282	6.668913609	5.542583243	6.312533336	6.323888196
RCN1_33000	1.365744944	1.028554262	0.908156937	1.195484622
PRELP_32587	0.570715087	0.706124519	0.415716035	0.288276037
BUB1_8163	0.16519148	0.05261358	0	0
DUSP6_8506	4.139153513	3.482452948	3.721324664	3.758467513
HMG20B_8806	2.893301889	2.303653098	2.494083524	2.487465684
NCAPD2_9284	0.933468171	0.375330685	0.415716035	0.564840192
AIMP2_8006	4.929768234	4.946034159	4.428850947	5.053918253
ISG20_33257	0.628462882	0.24575184	0.545173481	0.564840192
NVL_9386	2.194966195	1.891953265	1.626324011	1.649879708
CPQ_33239	6.856552567	6.081237799	6.473001604	6.504606705
SYK_9976	0	0	0	0
DHRS7_8469	8.619605092	8.52108893	7.911343759	8.46400978
RAI14_9653	1.697918583	1.269870981	1.809292749	1.390660931
PAF1_9412	3.274114756	2.683190548	3.00237348	3.103304868
ERO1LB_32533	2.175726391	1.397393708	1.48286796	1.732222092
BMP6_32921	0.382155076	0.24575184	0.273486484	0.413345181
PACSIN3_9411	3.59697243	2.649426674	3.269217218	3.078336262
RTP4_9766	0.978575767	0.531773458	0.503298585	0.33118181
CCL7_32689	0	0	0.222780195	0.052225782
CD320_8242	0.683987853	0.531773458	0.460171823	0.564840192
ADCY2_32834	0	0	0	0
PVALB_32631	0	0	0	0
KYNU_8979	2.995594208	3.208758732	3.06128072	3.133919948
NFE2L2_9301	5.907364097	5.536823623	5.320056887	5.350936565
ACADL_32776	4.946892885	5.015601791	4.761945584	4.902115662
MX2_9268	2.269457853	1.178129208	1.75679664	1.716125306
LILRB4_9000	0.447785131	0.375330685	0.369846694	0.288276037
TMEM176B_33294	7.82429499	6.947002586	7.639021127	7.717385775
ISOC1_8919	4.376729878	4.477834427	4.403463391	4.507755376
FCGR3A_8626	0.382155076	0.672899312	0.625444392	0.600352547
ANXA7_8051	2.054566239	1.417593168	1.859945533	1.967982055
E2F7_32903	0	0	0	0
RT1-A3_9759	0	0	0	0
CD74_8252	5.471515066	4.96503036	5.04337625	5.745260848
EIF5_8552	5.940514855	6.134074774	5.810018764	6.186061141
EXOSC4_8579	3.255908555	2.848544138	3.185635709	3.19907007
FABP7_8592	6.219494307	5.39630715	5.711169558	5.831841186
NGRN_9310	2.731431463	2.683190548	2.383013661	2.543273106
CIAPIN1_8319	1.296180571	1.028554262	0.939897245	1.124081556
CD36_8243	2.305309277	2.093730956	2.224523888	2.04732388
LOC100911132_32756	0	0	0	0
E2F1_8509	0.313396542	0.199836801	0.170226612	0.244055032
ALDH3A2_8024	3.817828748	3.8073278	3.546800469	3.857183691
SULT2A2_33196	2.593250513	1.948579206	2.77490514	2.487465684
NCAM2_32618	0.241196275	0.333417707	0.322470949	0.564840192
DAG1_8435	0.933468171	0.672899312	0.84250131	0.76587738
CCL6_32398	3.646728892	3.428728472	3.103934531	3.169820571
SEMA6D_32964	3.604186424	3.458280452	3.131685535	3.626896296
LRRC14B_32520	0	0	0	0
CRISPLD2_32789	0.570715087	0.333417707	0.369846694	0.76587738
CLTC_8337	5.610544323	5.345813919	4.663195294	4.748358012
NFKB1_9305	2.033345391	1.802615538	2.075317183	1.869540488
AHSG_8003	12.89744599	12.40556816	12.89658218	12.84946509
ALAS1_8018	5.005277368	3.695966859	4.831282299	4.452959333
CIRBP_8321	2.156226531	1.105279311	1.809292749	1.912554756
B4GALT1_8124	4.20231484	3.597589506	4.010038279	4.18414733
CHMP6_8311	0.737454798	0.494224252	0.545173481	0.564840192
SLC13A5_9837	2.156226531	1.771563138	2.089537358	2.060133436
ARHGAP1_8078	0.382155076	0.290250552	0.738051098	0.528431582
S100A11_9770	4.303280358	3.5342484	3.394771564	3.578747606
YKT6_10189	4.825607998	4.378285634	4.131840399	4.472255784
KEAP1_8957	0.933468171	1.129973608	0.808517931	0.996613377
IQGAP1_8911	1.365744944	1.247476649	1.347420568	1.285503389
PGM1_9466	6.524296092	5.67013188	6.200711029	6.057015075
NEUROD1_33308	0	0	0	0
CCNA2_8221	1.14610054	0.494224252	0.808517931	0.528431582
EPHA3_8565	2.251192414	2.657942011	2.211579599	1.981512426
ABCC2_32541	2.795856235	2.515270241	2.674712461	2.648801367
TAGLN_9981	4.139153513	2.367347518	2.428472769	2.932704556
CLTB_8336	0	0.05261358	0	0.102626845
TJP1_10025	4.743052531	4.671103528	4.403463391	4.722403355
VAT1_10149	2.357469346	1.622910626	1.956209098	2.506309044
NEB_32342	0	0	0	0
MARCKSL1_32320	1.399308415	1.154252321	1.41673324	0.91435065
CSTF2_33009	0	0.05261358	0.115686032	0.102626845
TBC1D9B_9985	0.737454798	0.41606031	0.663964849	0.528431582
GLUL_32832	5.519998195	5.137826408	5.499838776	5.325962794
SCD_9786	0.628462882	0.290250552	0.222780195	0.452736243
PXDN_9628	2.269457853	2.118622014	1.792005425	1.994917079
SMAD1_32578	2.287494927	1.605406994	2.131375758	1.884021544
NFATC3_9299	3.444556264	2.956031208	3.179001242	2.904570975
TMCO1_10035	7.216857778	7.231809304	7.040238558	7.194390553
RRP8_9754	1.106007531	0.672899312	0.503298585	0.996613377
COG4_8348	1.851307379	2.055570144	1.626324011	1.926612495
SLC25A24_9855	0.683987853	0.638890857	0.663964849	0.33118181
TSKU_10094	6.879774185	6.518281429	6.024113227	7.094806304
CKM_32556	0	0	0	0
DNM1L_8487	2.663994723	2.77216237	2.59721025	2.82424932
CHEK1_8304	0.241196275	0.152412305	0.170226612	0.288276037
HERC6_8794	0.683987853	0.494224252	0.460171823	0.76587738
PPCS_9540	6.497427449	5.103948781	5.280317233	6.091740036
MLEC_9235	5.818669248	5.304378268	5.393533115	5.345714734
PAFAH1B1_9413	5.623027763	5.39630715	5.317038554	5.415909295
ATP5C1_8109	10.44689511	10.4135927	10.39462504	10.47255472
NUDT9_9377	4.466548258	3.952838702	4.218503809	4.109088094
KMO_8974	3.537923853	2.990151385	3.739474583	3.321157374
GREB1_33127	0	0	0	0
TXNL4B_10113	0.313396542	0.333417707	0.222780195	0.288276037
LOC102551815_32699	3.981890727	3.320252074	3.702943496	3.766305557
FGL2_32918	2.175726391	1.356126012	1.299290114	1.507499282
RHOA_9705	5.939089248	5.388653061	5.639282383	5.752184402
GDPD3_32552	0	0.05261358	0	0.052225782
MYL3_33076	0	0	0	0
COG2_8347	0.313396542	0.24575184	0.115686032	0.288276037
PC_9434	3.530369905	3.214542855	3.541637931	3.462946618
INS1_32525	0	0	0	0
ANO10_8049	4.149052449	3.966614063	3.90138384	3.868151272
AGMO_33265	3.618507089	3.191265907	3.494324445	3.656720317
KIF22_8963	0.789010842	0.494224252	0.545173481	0.198435602
AFM_7999	7.463872953	7.183599286	7.1138283	7.397612056
MYH4_32551	0	0	0	0
MCOLN1_9212	0.241196275	0.152412305	0.415716035	0.33118181
CPS1_32421	7.553710637	6.971120391	7.876401109	7.7811521
IMPDH2_8901	4.312118099	3.566266547	3.968323084	4.020108035
MMP1_9237	0	0	0	0
CBR3_8209	0.570715087	0.638890857	0.545173481	0.452736243
PRDX3_32368	4.891952432	4.373123223	4.764163563	4.775796666
ETFDH_8575	5.631878832	5.243444801	5.245814669	5.26087555
TPD52L2_10067	2.962296187	2.248338281	2.7119562	2.82424932
COLQ_8358	0	0	0	0
TRIM72_33144	0	0.05261358	0	0.151326404
PIGX_9477	5.179589732	4.817010288	4.609931373	4.832893284
PTPLAD1_9615	4.958197425	4.586650981	4.61485563	4.593962541
KAT3_32958	6.551606658	6.080446163	5.96170462	6.169901483
CHSY1_8317	2.322906337	1.847975812	1.683691446	1.810117428
GOT1_8739	7.618823076	6.898870368	7.790330499	7.85261028
SMARCA4_9894	3.218792045	2.387969048	2.971992622	2.967117156
IL1R1_8893	7.295835664	5.777578903	6.381335781	5.935409361
GLYCTK_33141	3.006524925	2.19081777	2.739271314	2.715095378
LOC691962_32591	2.391223656	1.934629721	1.956209098	1.884021544
ERO1L_8573	4.868178686	4.431404083	4.546916612	4.569533107
EMP1_32450	0.683987853	0.638890857	0.369846694	0.37284833
RAD21_33184	5.651162127	5.157477352	5.336545783	5.518089502
DYNLT3_8507	3.028141002	2.524612724	2.702735013	2.64029625
SCP2_9788	7.123924293	6.512423769	7.0218187	6.822883838
MAP3K4_9182	2.305309277	2.303653098	2.224523888	2.477950899
CYP7A1_8430	0.510559049	0.738601744	0.503298585	0.856781657
ACAT2_7961	4.490103882	4.698190395	4.658433566	4.090477507
LOC689660_33277	0	0	0	0
PCSK6_9443	2.905032515	2.477283301	2.818244307	2.946568252
CHUK_8318	2.440419021	2.237016185	2.031795825	2.327142933
BAI3_32984	0	0	0	0
DSCC1_8498	0	0	0.059002276	0.052225782
PLTP_32412	2.677736609	1.877442557	3.032127737	2.994068182
CYP17A1_32365	1.801967875	0.738601744	1.088899363	1.580445234
NOTCH1_9347	0	0.05261358	0.170226612	0.151326404
PECR_9456	6.85125684	6.485167905	6.561741861	6.684446467
PDGFB_33104	0.241196275	0.333417707	0.059002276	0.288276037
TESK1_10001	0	0	0	0
NUF2_33136	0.683987853	0.455671573	0.460171823	0.33118181
HSD17B7_8834	4.083460901	3.191265907	3.822699343	3.542692685
ATP1B1_8103	8.951444723	8.057544952	8.694449196	8.551657527
RGD1304728_9682	0.737454798	0.861658709	0.701483487	0.76587738
EIF4B_8549	7.273385059	6.935666494	7.121201275	7.089739599
KCNG1_32546	0	0	0	0
S100B_32286	0	0	0	0
CYP11B3_34118	0	0	0	0
MYBPC1_33131	0	0	0	0
PARP2_9428	4.057417453	3.914263886	3.300117191	3.578747606
SQLE_9935	6.870081554	6.83130544	6.654334978	6.308537584
LOC100910792_33137	0.084958794	0.10337572	0	0.151326404
IFRD2_8875	1.585777749	1.105279311	1.144442636	1.349513056
IFIT2_8867	3.552914115	3.119093143	2.971992622	3.272454586
ENPP3_8562	4.376729878	4.046613284	4.456545077	4.425998113
TYK2_32670	1.585777749	1.002044897	1.566580609	1.45026257
TRAPPC6A_10076	2.893301889	2.31446604	2.77490514	2.614475855
ACLY_7965	6.730368406	6.607259128	6.621070152	6.593752424
SERPINB9_32899	0.382155076	0.494224252	0.503298585	0.452736243
MAFK_9173	0.570715087	0.290250552	0.322470949	0.37284833
CAMK2B_33102	0	0	0.059002276	0
CYP2D5_32296	3.059969719	2.863346938	2.956558861	3.363110236
GZMBL2_32731	0	0	0	0
TEX10_10002	0.510559049	0.333417707	0.322470949	0.564840192
AMACR_8038	9.298970772	9.214345476	8.606331609	8.658966211
ADCY4_7988	0.683987853	0.41606031	0.460171823	0.288276037
BLMH_8150	3.237469659	2.457908044	3.082765254	2.839189814
ACOX1_7973	7.055180509	6.268041915	7.057974292	7.072457502
COIL_32558	1.064768397	0.8908501	1.171432425	1.099473016
CYP3A1_32809	12.38578549	12.71959552	12.41425582	12.58876229
FANCD2_32782	0.241196275	0.24575184	0.059002276	0.052225782
BHLHE40_8141	4.67958838	3.736732463	4.339456572	4.645869307
PPP1R3B_9545	5.668471503	4.323136412	5.698468221	5.399623439
CARS2_32316	2.74454863	2.398170322	2.26267417	2.496918129
AQP7_8072	0.16519148	0.10337572	0.170226612	0.528431582
SLC22A6_33307	0.084958794	0.05261358	0	0
ARL1_32616	2.011807736	1.335040885	1.52533138	1.45026257
CGA_8298	0	0	0	0
ACADM_7957	6.85125684	6.344546059	6.480440093	6.724727502
WDR77_32860	2.075479465	2.00306626	1.774508438	2.12252878
KIF5C_8965	0.084958794	0.05261358	0.059002276	0
ATMIN_8101	3.444556264	3.506227097	3.312294221	3.378533282
JAK2_8935	3.255908555	3.398558472	3.046777865	2.96029999
GAS2L3_32431	0.510559049	0.333417707	0.273486484	0.151326404
IL18_34094	0.382155076	0.568370106	0.460171823	0.151326404
PRKACB_9562	2.893301889	2.561389167	2.826758071	2.96029999
PAK4_9418	0.241196275	0.24575184	0.222780195	0.37284833
HOMER2_8820	2.487992013	1.934629721	2.287558509	2.04732388
LOC100134871_32288	8.253023839	9.074945642	8.64611073	8.607945968
CASC3_8197	0.683987853	0.801441871	0.738051098	0.996613377
RNPS1_9720	5.876415996	5.702391435	5.174230868	5.847627509
GFPT2_32470	0.313396542	0.41606031	0.322470949	0.37284833
LSP1_32853	2.251192414	1.891953265	1.58677122	1.45026257
FMO5_33281	6.730368406	5.642507928	6.823930772	6.466023756
TATDN2_9984	3.41204089	2.826051199	3.054047517	3.315826437
ARHGDIB_32723	2.650120684	2.01637245	2.198518118	2.250980502
ABHD6_7951	1.296180571	1.495676312	1.001356752	1.390660931
ITIH4_32725	8.686764936	7.845837276	8.635094806	8.501912584
SYTL1_33003	0	0	0	0.052225782
SLC6A18_32647	0	0.05261358	0	0.102626845
GDPD5_8703	0.084958794	0	0	0.052225782
CH25H_32637	0.16519148	0	0.170226612	0.052225782
FCGR1A_32326	2.136459492	1.73982764	1.645701061	1.794871195
CEBPB_8280	5.196393749	4.075505155	4.728260094	4.681538438
IRS1_33296	2.92821144	2.666407382	3.08985625	2.543273106
DAK_8436	0.313396542	0.455671573	0.322470949	0.413345181
NMT1_9325	3.017373448	2.826051199	2.818244307	2.801544405
SERPINH1_9815	1.556325569	0.861658709	1.001356752	1.023023939
CYP4A2_8426	1.526259579	1.376907411	1.274609041	2.262110127
SLC35A3_9869	6.53848678	6.493517812	6.233897341	6.352156264
THRSP_33314	9.778850232	8.982948132	9.600062985	8.923970051
CCNH_8229	3.884523722	3.708317943	3.526038542	3.622584943
EPHX1_8567	7.616595309	7.10169911	7.567165004	7.594267931
NSDHL_9369	7.249429764	6.666484226	6.910081101	6.740729124
ARF1_32413	6.587538023	5.853681855	6.270244066	6.45697153
ACO2_7967	1.14610054	0.831864442	1.249498373	1.307157037
TIMP1_10022	4.497871057	3.997135969	3.68432511	3.823771631
TMEM43_32474	2.503507345	2.438269032	2.158608808	2.439251549
SCAND1_9782	5.747154303	5.119446388	5.430311312	5.560402748
C7_8179	4.55854746	4.776527087	4.090015669	4.87880618
PLA2G4A_9494	0.933468171	0.706124519	0.663964849	0.413345181
XDH_10180	5.587070259	4.714609939	5.264736463	5.068255678
PAH_9415	9.472834616	9.135841336	9.543563124	9.469111846
DDX18_8453	3.327394133	3.265582179	2.818244307	3.204849476
GPX7_33289	2.881475099	2.533895097	2.428472769	2.614475855
PHKA1_9471	0.084958794	0.10337572	0.059002276	0.198435602
CD37_33149	1.223091234	0.975039294	1.461158173	0.827112138
SKP1_9831	7.342413856	6.929964869	7.212553399	7.323513981
BTG3_33276	3.507467809	3.57977403	2.536222867	3.418873074
FAS_8609	0.886904586	0.672899312	0.503298585	0.564840192
UBE3C_10127	1.670689932	1.397393708	1.461158173	1.779462119
SLC16A7_9838	5.60336213	5.105506054	5.638073544	5.3844254
CYP3A23/3A1_33326	3.786462671	3.987033578	3.868775022	3.939212096
LOC680329_9133	1.899015146	1.457162939	1.347420568	1.328490482
VCAM1_32349	1.556325569	1.105279311	1.58677122	1.241195996
LOC679346_9130	2.916668527	2.740440197	2.287558509	2.786206819
RAB30_9639	2.718193939	3.271143341	1.6648213	3.438627723
RPIA_9725	1.365744944	0.706124519	0.84250131	1.195484622
GNPDA1_8737	1.365744944	1.707378312	1.088899363	1.124081556
ABCC4_32768	0.382155076	0.375330685	0.222780195	0.528431582
TCF19_9993	0.16519148	0.10337572	0.059002276	0
SYT5_33285	0	0.10337572	0	0.052225782
BMF_8152	1.331382002	0.568370106	1.116938282	0.996613377
SPRR1A_33122	0	0	0	0
TNNC2_32753	0	0.10337572	0.115686032	0.151326404
PLD4_32807	1.614640681	1.457162939	1.48286796	1.580445234
C2CD5_32440	0.084958794	0.152412305	0	0.052225782
LIPA_9004	4.312118099	4.208980048	4.406306394	4.291244911
PECAM1_32814	1.642937481	1.178129208	1.48286796	1.488671564
BBS10_32397	1.022315675	0.947518517	0.84250131	1.074437425
GNA11_8720	3.56035124	2.892504532	3.172336124	3.210605822
SDC2_9793	6.995395096	6.712173778	6.766452947	6.783839863
STAT1_9957	0.737454798	0.531773458	0.503298585	0.701927879
NR1H2_9359	2.136459492	1.674182303	1.75679664	1.940534574
ANKRD10_8048	0	0.152412305	0.115686032	0.198435602
POLR1B_32822	1.776650578	1.105279311	1.171432425	1.241195996
RGD1565355_33245	1.922290173	1.587688387	1.645701061	1.666728458
S100A6_9773	7.736747347	6.54664512	5.933405146	6.912138196
PDK2_32491	3.255908555	2.913992405	3.389034167	3.255847982
SYNPO2L_32441	0	0	0	0.052225782
PIK3C2B_9480	0.084958794	0.199836801	0.059002276	0.102626845
SLC22A2_9845	0.313396542	0.290250552	0.460171823	0.600352547
ECI3_8522	6.322588932	5.450004381	5.842918335	6.032850481
DCTD_8442	0.241196275	0.05261358	0.115686032	0.244055032
TP53BP2_10064	3.378775755	2.657942011	3.179001242	3.227738323
ACAA2_7955	12.46277169	12.02664639	11.55712031	12.29296874
GRIN2B_32742	0	0	0	0
FAM57A_8603	0	0	0	0.052225782
DCUN1D4_8444	2.391223656	1.989636202	2.172034954	2.368924588
MRC1_33067	3.318649759	3.100471347	2.893117763	3.09087458
PBK_32309	0.382155076	0.10337572	0.222780195	0.244055032
SQSTM1_9937	6.968395515	6.524697504	6.64774309	6.832248594
GNAI2_8724	5.061390701	4.41139841	4.696094461	4.779674217
ADAT1_7986	0	0	0	0
BDNF_32390	0	0.05261358	0.059002276	0.151326404
ITGAL_8924	0.313396542	0.375330685	0.908156937	0.91435065
WIPI1_32665	0.683987853	1.080154955	0.808517931	0.996613377
CHKB_8309	3.344725466	3.231757373	3.138540675	3.373410564
P4HTM_9408	0	0	0	0
RAB21_9637	2.621965804	2.398170322	2.674712461	2.82424932
RSB66_32897	0	0	0	0
QDPR_9634	6.24970926	5.270073279	5.952981283	5.913518445
ASAH1_8089	4.271914825	4.263006719	4.09354775	4.112166651
RPA2_9722	1.875358457	0.975039294	1.274609041	1.241195996
EIF4EBP1_8550	2.407809205	1.862784415	1.606683158	2.194006865
SH3BP5_9823	3.111505166	3.075262385	3.117876758	3.233404241
TSPAN12_32937	3.318649759	2.787765667	2.62676362	2.58818491
LOC259245_33313	16.68780487	17.47656061	16.82936827	16.92238605
TNF_10048	0	0.10337572	0.115686032	0.151326404
TERT_9999	1.260098706	0.604061331	0.908156937	0.827112138
ABHD4_7950	1.724642839	1.533188231	1.843258095	1.825204224
KRT8_8978	4.003876248	3.259999497	3.805572875	4.227377191
SMC1A_9897	4.900767547	4.634897081	4.462020676	4.76214257
MNAT1_9239	1.495553649	1.080154955	1.370896749	1.218521345
FITM1_32465	0	0	0	0
VTN_10161	10.42038399	10.37081076	10.25562178	10.42445044
FGL1_8640	9.172890211	8.232535719	8.895881637	8.94376142
GJA1_8709	2.607679601	2.552282572	2.185337303	2.648801367
PPARG_9537	0	0	0	0
STAP2_9955	2.704833827	2.093730956	2.428472769	2.809152482
PTGER2_32472	0	0	0	0
CAR5A_32361	3.274114756	2.505866864	3.365853648	3.299714405
CXCL10_8408	1.022315675	0.672899312	0.663964849	0.151326404
NUP85_9382	1.922290173	1.657293397	1.971646581	1.884021544
RUNX1_33176	0.570715087	0.199836801	0.460171823	0.198435602
EHHADH_8534	7.650962698	7.452829923	7.627493957	7.748385104
LOC680097_9132	4.262826552	3.418741744	3.85218999	3.849825374
PGRMC1_9467	6.513800151	5.918016697	6.323854836	6.41021312
GULO_8772	7.995228415	8.112209318	7.803330389	8.03196044
RELA_32444	4.52092479	3.776377755	4.118033111	4.269349282
SLC35B1_9870	3.959564974	3.928410716	3.68432511	4.062103595
GNAQ_33018	4.554829038	3.874629252	3.941134956	4.115238652
SELI_33173	0.313396542	0.24575184	0.369846694	0.528431582
TTN_32883	0	0.24575184	0	0.151326404
UBE2D1_10119	0.570715087	0.41606031	0.625444392	0.827112138
DUSP5_32605	0.838787874	0.919462529	0.808517931	1.099473016
ABL1_7952	2.305309277	1.514554188	1.645701061	1.926612495
SYNGR3_9978	0	0	0	0
TCEB1_33163	6.270262673	5.688950949	5.788388017	5.987469298
CYP2D1_32660	4.418250818	3.910705396	4.124953273	4.413574445
LRRC16A_9159	0.313396542	0.199836801	0.322470949	0.102626845
TP53BP1_10063	0	0.05261358	0.170226612	0.151326404
C2CD2_8173	0.838787874	0.861658709	0.738051098	0.91435065
UBE2L6_10123	2.424206248	1.640204437	2.060955449	2.17057213
LGMN_8994	7.394313319	6.925563618	7.042981364	6.879988938
LOC102553917_33088	7.259745063	7.386806542	7.010185706	7.12140494
MAP2K5_9180	2.563952048	2.237016185	2.461651095	2.158710449
GINS1_8707	1.064768397	0.975039294	0.701483487	0.701927879
MS4A6BL_32383	0.447785131	0.375330685	0.059002276	0.198435602
GSTM7_8761	4.952556228	4.191489922	4.712266919	4.269349282
CYP2C6V1_33169	8.523711744	8.593900816	8.31236951	8.481375395
ADK_32788	5.98540605	5.329915177	5.874057857	5.752184402
GNGT2_33125	1.106007531	0.568370106	0.738051098	0.528431582
BHMT_8143	8.043457793	6.884882889	8.007156253	7.991365637
COL6A1_33258	4.458610133	3.987033578	3.801259301	4.201595024
ABCB11_33142	6.342136679	6.037039632	6.134530549	6.251742741
NDN_32953	0.241196275	0.10337572	0.222780195	0
LOC679794_32681	4.844006606	4.229120761	4.494444891	4.702115581
C5AR1_33023	0.628462882	0.604061331	0.503298585	0.33118181
SNX13_9912	5.332923621	4.99222221	4.974169417	5.13334181
CDH1_8262	2.194966195	1.640204437	2.461651095	1.954323588
ENOPH1_8559	0.628462882	0.568370106	0.503298585	0.528431582
VNN1_10157	5.356610685	5.705475384	4.580027559	5.725294189
IKBKAP_8888	1.875358457	2.01637245	1.908880062	2.12252878
CYP4A2_32530	10.60628047	10.30413958	9.796109275	10.63764684
GRN_8752	1.697918583	1.269870981	1.439116697	1.469594884
PF4_32963	1.922290173	2.00306626	2.14505654	1.912554756
EGF_8530	2.269457853	2.081122508	2.483353522	2.305789404
UPK1A_32418	0	0	0	0
TLR7_33092	0.313396542	0.24575184	0.115686032	0.151326404
IGH-6_32666	2.916668527	3.276683148	3.152154001	1.410802976
TES_10000	2.374445216	2.167151685	2.211579599	2.262110127
PCK2_9440	0.789010842	0.375330685	0.84250131	0.528431582
RHOV_32970	0.16519148	0	0.115686032	0
RGS2_9701	0.628462882	0.290250552	0.585867144	0.452736243
RT1-DB1_9761	4.8132106	4.599969825	4.377621068	5.003413805
IKBIP_32492	0.382155076	0.05261358	0.115686032	0.198435602
PSMD10_9594	2.156226531	1.833013628	2.075317183	2.097893512
GNB5_8733	1.14610054	1.313643021	1.249498373	1.124081556
RGD1565775_9698	2.833173891	2.448121955	2.730223618	2.778476443
LAMP1_33255	4.669307508	4.341754712	4.737320074	4.724416529
PEBP1_33087	6.376247405	5.554033958	6.10245884	6.068154851
PRSS23_9581	1.495553649	1.269870981	1.626324011	1.370233689
UNG_32960	2.011807736	1.533188231	1.971646581	2.04732388
APCS_8057	6.83295105	6.414058332	6.613094204	6.774154472
PNPLA2_32913	2.075479465	1.674182303	1.546103413	2.146750433
AEBP1_33321	0.241196275	0.333417707	0.170226612	0.288276037
RGD1564420_9693	2.357469346	2.346426949	2.439617206	2.543273106
SULT1E1_32446	10.65104966	10.91367234	10.62750597	10.3972615
COL4A1_8355	0.084958794	0.152412305	0.115686032	0.151326404
GXYLT1_32793	1.851307379	2.042622219	1.75679664	1.683382706
CSK_8392	2.621965804	1.989636202	2.383013661	2.368924588
KLHL24_32733	1.614640681	1.476548138	1.645701061	1.794871195
NFKBIE_9309	0.382155076	0.24575184	0.322470949	0.244055032
HERPUD1_8795	7.169012452	5.977905314	6.437309131	6.654668176
TOR1A_10061	5.105269627	5.015601791	4.797030447	5.06349235
PFKL_9463	0.838787874	0.638890857	0.939897245	1.124081556
INHA_33038	0	0	0	0
CLEC4A_32636	1.399308415	1.55158466	1.060304685	1.023023939
FASN_8611	5.261718366	4.75684267	4.987519766	4.971562245
AURKA_8116	1.022315675	0.861658709	0.84250131	0.827112138
RGD1307603_9684	8.445292882	7.633422909	8.983798405	8.078544133
ACTC1_32706	0	0	0	0
HES1_8796	1.296180571	0.801441871	1.116938282	1.544433248
C8B_8181	6.550673471	6.261072103	6.497204461	6.468428121
ZFP354A_10203	6.963495494	5.898386963	6.326858958	6.901945959
SLC6A1_32594	0	0	0	0
STAT5B_9960	2.374445216	2.179033255	2.483353522	2.284115064
PAFAH1B3_9414	0.084958794	0.05261358	0.170226612	0.151326404
GBP2_8691	3.283132417	3.259999497	0.059002276	1.562551603
SOD1_33183	10.66183916	10.00152378	10.43159382	10.35934374
RIPK3_9712	2.213952791	2.13090833	1.908880062	1.683382706
IL13RA1_8891	6.565532519	6.49292299	6.269463579	6.117246027
MYL1_33311	0	0	0	0
PRKCD_9567	1.432108771	0.672899312	1.347420568	0.996613377
TP53_10062	3.420238694	2.833587878	3.046777865	3.09087458
TRPC6_10091	0.16519148	0	0	0.052225782
MT1A_9255	5.208277904	4.557364616	5.32156369	5.297847733
TUBB5_10105	3.327394133	3.119093143	2.893117763	2.561405945
IFNAR1_8872	0.241196275	0.05261358	0.170226612	0.244055032
TNFRSF17_33028	0	0	0	0
KLRA17_33064	1.223091234	0.568370106	0.701483487	0.76587738
ECHDC2_8517	2.916668527	2.716182271	2.860319427	2.82424932
SQRDL_9936	5.487207647	4.446228362	5.541812767	4.847744987
ITIH1_33132	9.102997233	8.799215469	9.140765851	9.016524169
ATIC_8100	1.556325569	1.247476649	1.171432425	1.195484622
MYBPC2_33202	0	0.05261358	0	0.052225782
UPB1_33048	3.925414868	3.658266209	4.013771433	3.959865296
LOC100911177_9074	2.156226531	1.514554188	1.546103413	1.967982055
VKORC1L1_10156	5.597951922	5.488706783	5.304901671	5.430780946
GNL3_8735	6.187432729	6.268737047	5.430311312	6.088617534
CHDH_8303	2.53404623	1.723694206	2.131375758	2.00819833
KDM5A_8953	0.789010842	0.531773458	0.415716035	0.701927879
USP7_10142	4.030895213	3.472832496	3.757399001	3.896996961
LOC691496_33185	0	0	0	0
CKAP2_8324	1.495553649	1.514554188	1.144442636	1.14827737
SOCS1_33260	0	0	0.059002276	0
EHD2_32703	0.16519148	0.152412305	0.222780195	0.198435602
LOC100912163_9101	2.269457853	1.877442557	1.626324011	1.940534574
ORM1_9400	10.26042998	8.986121699	9.621782431	9.43540413
AMY1A_8041	8.308178093	8.13068118	8.104896812	8.132983704
TMEM176A_32932	7.534958768	6.947436816	7.188395009	7.466286264
BST1_32671	0.16519148	0.05261358	0.059002276	0.052225782
UFM1_10130	4.847050357	4.508762895	4.20876581	4.685677413
WBSCR22_10164	3.265040374	2.640860778	2.909241489	3.040053924
DMBT1_32993	0.933468171	0.975039294	1.060304685	1.263519779
MYH7_33103	0	0	0	0
CD40_8247	0.084958794	0.199836801	0.222780195	0
GNAS_8727	0	0	0	0
PANK1_9421	6.487708931	5.963379325	6.076813474	6.167683803
C4BPB_8177	7.767193765	7.109480816	7.542179624	7.474383518
CNDP2_8341	5.100176133	5.124063393	4.809970374	4.944183442
RRAGA_9750	5.496929532	5.425277306	5.083005555	5.463692031
ABCF3_7946	5.583424722	5.230657685	5.580084309	5.64679606
CCNA1_8220	0	0	0	0.052225782
DRD2_32515	0	0	0	0
TLR1_10028	1.851307379	2.00306626	1.720707048	1.349513056
TUBB4B_32847	0	0	0	0
SESN2_9817	0.683987853	1.22472921	1.347420568	0.827112138
NR2F6_9360	0.084958794	0.05261358	0	0.102626845
SPTAN1_9932	5.697429052	5.636057348	5.346941436	5.875071177
